Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8080,6,02/03/2018 11:18:44,637,2,0,0,0,0,0,0,0,0,0,0,0,0,3139.717425,637,0,637,637,637,637,0,637,637,0,0,0,0,0,0,0,0,0,40,0,3139.717425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:44,10164,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44765.84022,688.7052342,1694,3679.586499,9194,17,525,262.5,301.9345956,476,49,9705,3235,5165.482843,9194,32,0,0,0,0,72,92,295.1593861,393.5458481,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:44,471,2,0,0,0,0,0,0,0,0,0,0,0,0,4246.284501,471,0,471,471,471,471,0,471,471,0,0,0,0,0,0,0,0,0,40,0,4246.284501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:45,9557,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,47609.08235,732.4474207,1592.833333,3468.411418,8662,1,461,230.5,253.8513344,410,51,9168,3056,4861.474159,8662,1,0,0,0,0,72,92,313.9060375,418.5413833,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:45,534,2,0,0,0,0,0,0,0,0,0,0,0,0,3745.318352,534,0,534,534,534,534,0,534,534,0,0,0,0,0,0,0,0,0,40,0,3745.318352,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:45,9868,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,46108.63397,709.3635995,1644.666667,3672.844384,9135,1,462,231,254.5584412,411,51,9475,3158.333333,5178.703441,9135,1,0,0,0,0,72,92,304.0129712,405.3506283,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:45,491,2,0,0,0,0,0,0,0,0,0,0,0,0,4073.319756,491,0,491,491,491,491,0,491,491,0,0,0,0,0,0,0,0,0,40,0,4073.319756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:46,10890,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41781.45087,642.7915519,1815,3979.665061,9929,21,614,307,337.9970414,546,68,10365,3455,5609.017383,9929,55,0,0,0,0,72,92,275.4820937,367.3094582,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:46,458,2,0,0,0,0,0,0,0,0,0,0,0,0,4366.812227,458,0,458,458,458,458,0,458,458,0,0,0,0,0,0,0,0,0,40,0,4366.812227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:46,10592,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42956.94864,660.8761329,1765.333333,3900.457905,9719,19,527,263.5,299.1061684,475,52,10136,3378.666667,5493.536232,9719,38,0,0,0,0,72,92,283.2326284,377.6435045,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:46,490,2,0,0,0,0,0,0,0,0,0,0,0,0,4081.632653,490,0,490,490,490,490,0,490,490,0,0,0,0,0,0,0,0,0,40,0,4081.632653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:47,10145,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44849.67965,689.9950715,1690.833333,3762.80286,9365,2,452,226,224.8599564,385,67,9781,3260.333333,5290.808287,9365,2,0,0,0,0,72,92,295.7121735,394.282898,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:47,482,2,0,0,0,0,0,0,0,0,0,0,0,0,4149.377593,482,0,482,482,482,482,0,482,482,0,0,0,0,0,0,0,0,0,40,0,4149.377593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:48,10365,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43897.73275,675.3497347,1727.5,3847.251214,9573,1,525,262.5,277.892965,459,66,9924,3308,5428.454568,9573,1,0,0,0,0,72,92,289.4356006,385.9141341,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:48,504,2,0,0,0,0,0,0,0,0,0,0,0,0,3968.253968,504,0,504,504,504,504,0,504,504,0,0,0,0,0,0,0,0,0,40,0,3968.253968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:48,10257,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44359.9493,682.4607585,1709.5,3666.85886,9180,19,623,311.5,362.7457787,568,55,9711,3237,5152.688522,9180,19,0,0,0,0,72,92,292.4831822,389.9775763,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:48,502,2,0,0,0,0,0,0,0,0,0,0,0,0,3984.063745,502,0,502,502,502,502,0,502,502,0,0,0,0,0,0,0,0,0,40,0,3984.063745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:49,9952,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45719.45338,703.3762058,1658.666667,3654.830703,9111,19,506,253,284.256926,454,52,9517,3172.333333,5145.911516,9111,31,0,0,0,0,72,92,301.4469453,401.9292605,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:49,487,2,0,0,0,0,0,0,0,0,0,0,0,0,4106.776181,487,0,487,487,487,487,0,487,487,0,0,0,0,0,0,0,0,0,40,0,4106.776181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:49,10092,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45085.21601,693.6187079,1682,3731.622489,9291,1,509,254.5,286.3782464,457,52,9657,3219,5261.654873,9291,1,0,0,0,0,72,92,297.2651605,396.3535474,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:49,488,2,0,0,0,0,0,0,0,0,0,0,0,0,4098.360656,488,0,488,488,488,488,0,488,488,0,0,0,0,0,0,0,0,0,40,0,4098.360656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:50,11120,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,40917.26619,629.4964029,1853.333333,4132.300893,10281,15,517,258.5,294.8635278,467,50,10682,3560.666667,5822.934856,10281,15,0,0,0,0,72,92,269.7841727,359.7122302,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:50,486,2,0,0,0,0,0,0,0,0,0,0,0,0,4115.226337,486,0,486,486,486,486,0,486,486,0,0,0,0,0,0,0,0,0,40,0,4115.226337,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:50,10980,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41438.97996,637.5227687,1830,3958.263862,9898,21,499,249.5,292.0351006,456,43,10545,3515,5533.787943,9898,67,0,0,0,0,72,92,273.2240437,364.298725,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:50,464,2,0,0,0,0,0,0,0,0,0,0,0,0,4310.344828,464,0,464,464,464,464,0,464,464,0,0,0,0,0,0,0,0,0,40,0,4310.344828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
3389,6,02/03/2018 11:16:50,119928039,106,106,0,5406,0,0,0,0,51,51,51,0,45.07703157,1.767726728,568379.3318,531707.6555,1947295,82915,1.19E+08,1133313.848,318773.523,2030594,1000767,1.19E+08,1133300.771,318735.2018,2030431,1000714,0,0,0,0,2120,2120,0.883863364,0.883863364,0,51,25.38028169,25.55978906,653.3028169,0,0,0,0,1,0,0,0,1,25.5,0,51,0,0,0,0,0,0,106,0,106,5406,255,62765,0,20,0,0,0,0,0,0,0,0,Benign
8080,6,02/03/2018 11:18:51,10853,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41923.89201,644.982954,1808.833333,3894.53871,9744,15,590,295,339.411255,535,55,10338,3446,5461.513252,9744,15,0,0,0,0,72,92,276.421266,368.561688,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:51,499,2,0,0,0,0,0,0,0,0,0,0,0,0,4008.016032,499,0,499,499,499,499,0,499,499,0,0,0,0,0,0,0,0,0,40,0,4008.016032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:51,60918,3,4,326,140,326,0,108.6666667,188.2161878,123,0,35,59.21148537,7649.627368,114.9085656,10153,24466.87851,60095,22,471,235.5,248.1944802,411,60,60529,20176.33333,34570.81269,60095,90,0,0,0,0,72,92,49.24652812,65.66203749,0,326,58.25,116.219927,13507.07143,0,0,1,1,0,0,0,1,1,66.57142857,108.6666667,35,0,0,0,0,0,0,3,326,4,140,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:51,484,2,0,0,0,0,0,0,0,0,0,0,0,0,4132.231405,484,0,484,484,484,484,0,484,484,0,0,0,0,0,0,0,0,0,40,0,4132.231405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:51,28448,3,4,285,129,285,0,95,164.5448267,112,0,32.25,53.7672453,14552.86839,246.0629921,4741.333333,11225.21703,27652,1,473,236.5,267.9934701,426,47,28036,9345.333333,15855.18888,27652,1,0,0,0,0,72,92,105.4555681,140.6074241,0,285,51.75,101.8637045,10376.21429,0,0,1,1,0,0,0,1,1,59.14285714,95,32.25,0,0,0,0,0,0,3,285,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:51,428,2,0,0,0,0,0,0,0,0,0,0,0,0,4672.897196,428,0,428,428,428,428,0,428,428,0,0,0,0,0,0,0,0,0,40,0,4672.897196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:51,72827,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,6247.682865,96.11819792,12137.83333,21500.44133,53308,14,53675,26837.5,37434.9401,53308,367,72474,24158,27216.42054,53656,21,0,0,0,0,72,92,41.19351339,54.92468453,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:51,791,2,0,0,0,0,0,0,0,0,0,0,0,0,2528.445006,791,0,791,791,791,791,0,791,791,0,0,0,0,0,0,0,0,0,40,0,2528.445006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:51,8075,3,4,365,129,365,0,121.6666667,210.7328483,112,0,32.25,53.7672453,61176.47059,866.873065,1345.833333,2916.073553,7288,1,501,250.5,279.3071786,448,53,7644,2548,4108.774635,7288,1,0,0,0,0,72,92,371.5170279,495.3560372,0,365,61.75,128.4820721,16507.64286,0,0,1,1,0,0,0,1,1,70.57142857,121.6666667,32.25,0,0,0,0,0,0,3,365,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:51,500,2,0,0,0,0,0,0,0,0,0,0,0,0,4000,500,0,500,500,500,500,0,500,500,0,0,0,0,0,0,0,0,0,40,0,4000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
0,0,02/03/2018 11:16:48,92916443,43,0,0,0,0,0,0,0,0,0,0,0,0,0.462781383,2212296.262,8068930.513,3.12E+07,40,9.29E+07,2212296.262,8068930.513,3.12E+07,40,0,0,0,0,0,0,0,0,0,0,0,0.462781383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,-1,-1,0,0,9479,1446.99378,11149,8598,3.10E+07,248251.9915,3.12E+07,3.08E+07,Bot
8080,6,02/03/2018 11:18:51,17954,2,13,0,129,0,0,0,0,112,0,9.923076923,31.02810967,7185.028406,835.4684193,1282.428571,1650.946382,6679,13,446,446,0,446,446,17521,1460.083333,1724.439591,6679,29,0,0,0,0,52,272,111.3957892,724.0726301,0,112,8.0625,28.03918389,786.1958333,0,0,1,1,0,0,0,1,6,8.6,0,9.923076923,0,0,0,0,0,0,2,0,13,129,8192,4043,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:52,420,2,0,0,0,0,0,0,0,0,0,0,0,0,4761.904762,420,0,420,420,420,420,0,420,420,0,0,0,0,0,0,0,0,0,40,0,4761.904762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:52,53057,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,8575.682756,131.9335809,8842.833333,21294.1473,52308,1,500,250,284.256926,451,49,52625,17541.66667,30108.93981,52308,1,0,0,0,0,72,92,56.54296323,75.39061764,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:52,497,2,0,0,0,0,0,0,0,0,0,0,0,0,4024.144869,497,0,497,497,497,497,0,497,497,0,0,0,0,0,0,0,0,0,40,0,4024.144869,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:52,10022,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45400.11974,698.4633806,1670.333333,3700.404176,9219,20,422,211,223.4457429,369,53,9673,3224.333333,5193.161016,9219,97,0,0,0,0,72,92,299.3414488,399.1219318,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:52,453,2,0,0,0,0,0,0,0,0,0,0,0,0,4415.011038,453,0,453,453,453,453,0,453,453,0,0,0,0,0,0,0,0,0,40,0,4415.011038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:53,12752,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,35680.67754,548.9335006,2125.333333,4829.178343,11978,21,456,228,247.4873734,403,53,12370,4123.333333,6804.439899,11978,27,0,0,0,0,72,92,235.2572146,313.6762861,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:53,506,2,0,0,0,0,0,0,0,0,0,0,0,0,3952.56917,506,0,506,506,506,506,0,506,506,0,0,0,0,0,0,0,0,0,40,0,3952.56917,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:53,13625,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,33394.49541,513.7614679,2270.833333,5109.39407,12694,21,512,256,288.4995667,460,52,13186,4395.333333,7189.420375,12694,54,0,0,0,0,72,92,220.1834862,293.5779817,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:53,467,2,0,0,0,0,0,0,0,0,0,0,0,0,4282.655246,467,0,467,467,467,467,0,467,467,0,0,0,0,0,0,0,0,0,40,0,4282.655246,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:54,15802,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,28793.82357,442.981901,2633.666667,6080.68347,15042,20,443,221.5,242.5376259,393,50,15429,5143,8574.480801,15042,23,0,0,0,0,72,92,189.8493862,253.1325149,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:54,454,2,0,0,0,0,0,0,0,0,0,0,0,0,4405.286344,454,0,454,454,454,454,0,454,454,0,0,0,0,0,0,0,0,0,40,0,4405.286344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:54,9847,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,46206.96659,710.8764091,1641.166667,3512.010331,8796,21,674,337,405.8792924,624,50,9244,3081.333333,4951.199585,8796,78,0,0,0,0,72,92,304.6613182,406.2150909,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:54,442,2,0,0,0,0,0,0,0,0,0,0,0,0,4524.886878,442,0,442,442,442,442,0,442,442,0,0,0,0,0,0,0,0,0,40,0,4524.886878,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:55,9826,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,46305.71952,712.3956849,1637.666667,3564.987835,8906,18,448,224,261.629509,409,39,9435,3145,4992.923292,8906,71,0,0,0,0,72,92,305.3124364,407.0832485,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:55,436,2,0,0,0,0,0,0,0,0,0,0,0,0,4587.155963,436,0,436,436,436,436,0,436,436,0,0,0,0,0,0,0,0,0,40,0,4587.155963,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:55,9976,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45609.46271,701.6840417,1662.666667,3615.989196,9033,21,526,263,311.1269837,483,43,9514,3171.333333,5080.839924,9033,27,0,0,0,0,72,92,300.7217322,400.9623095,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:55,481,2,0,0,0,0,0,0,0,0,0,0,0,0,4158.004158,481,0,481,481,481,481,0,481,481,0,0,0,0,0,0,0,0,0,40,0,4158.004158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:56,10536,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43185.26955,664.3887623,1756,3655.967505,9185,21,1007,503.5,634.2747827,952,55,9605,3201.666667,5184.706774,9185,34,0,0,0,0,72,92,284.738041,379.6507213,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:56,478,2,0,0,0,0,0,0,0,0,0,0,0,0,4184.100418,478,0,478,478,478,478,0,478,478,0,0,0,0,0,0,0,0,0,40,0,4184.100418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:56,10561,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43083.04138,662.8160212,1760.166667,3847.20337,9604,16,497,248.5,284.9640328,450,47,10127,3375.666667,5397.808105,9604,56,0,0,0,0,72,92,284.0640091,378.7520121,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:56,463,2,0,0,0,0,0,0,0,0,0,0,0,0,4319.654428,463,0,463,463,463,463,0,463,463,0,0,0,0,0,0,0,0,0,40,0,4319.654428,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:57,10164,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44765.84022,688.7052342,1694,3730.443352,9300,17,537,268.5,311.8340905,489,48,9692,3230.666667,5258.481752,9300,41,0,0,0,0,72,92,295.1593861,393.5458481,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
8080,6,02/03/2018 11:18:57,478,2,0,0,0,0,0,0,0,0,0,0,0,0,4184.100418,478,0,478,478,478,478,0,478,478,0,0,0,0,0,0,0,0,0,40,0,4184.100418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot
